year,storm_id,source_file,source_page,source_table,source_row,raw_text,problem_type,problem_description,recommended_action,resolved
2008,,27_56679c_rsmc-2008.pdf,98,,,"header=['GPP (x10-5) (cid:198)', None, None, None]",UNCERTAIN_TABLE_IDENTITY,"UNCERTAIN_TABLE_IDENTITY: heading=content_fallback; missing_groups=['date', 'time', 'latitude', 'longitude', 'wind', 'pressure', 'grade']; has_valid_row=False",HUMAN_REVIEW,False
2008,,27_56679c_rsmc-2008.pdf,98,,,"header=['Forecasts hours (cid:198)', '00 hr', '12 hr', '24 hr', '36 hr']",UNCERTAIN_TABLE_IDENTITY,"UNCERTAIN_TABLE_IDENTITY: heading=content_fallback; missing_groups=['date', 'time', 'latitude', 'longitude', 'wind', 'pressure', 'grade']; has_valid_row=False",HUMAN_REVIEW,False
2008,,27_56679c_rsmc-2008.pdf,99,,,"header=['Base\nTime/Date', '12 hrs F/C', '24 hrs F/C(km)', '36 hrs F/C(km)', '48 hrs F/C(km)']",UNCERTAIN_TABLE_IDENTITY,"UNCERTAIN_TABLE_IDENTITY: heading=content_fallback; missing_groups=['date', 'latitude', 'longitude', 'wind', 'pressure', 'grade']; has_valid_row=False",HUMAN_REVIEW,False
2008,,27_56679c_rsmc-2008.pdf,99,,,"header=['Base\nTime/Date', '12 hrs F/C', '24 hrs F/C(km)', '36 hrs F/C(km)', '48 hrs F/C(km)']",UNCERTAIN_TABLE_IDENTITY,"UNCERTAIN_TABLE_IDENTITY: heading=content_fallback; missing_groups=['date', 'latitude', 'longitude', 'wind', 'pressure', 'grade']; has_valid_row=False",HUMAN_REVIEW,False
2008,,27_56679c_rsmc-2008.pdf,101,,,"header=['GPP (x10-5) (cid:198)', None, None, None]",UNCERTAIN_TABLE_IDENTITY,"UNCERTAIN_TABLE_IDENTITY: heading=content_fallback; missing_groups=['date', 'time', 'latitude', 'longitude', 'wind', 'pressure', 'grade']; has_valid_row=False",HUMAN_REVIEW,False
2009,,27_4e34f3_rsmc-2009.pdf,27,,,"header=['1.', None, None, 'Cyclonic Storm, „ BIJLI‟ over the Bay of Bengal 14-17 April, 2009.']",UNCERTAIN_TABLE_IDENTITY,"UNCERTAIN_TABLE_IDENTITY: heading=content_fallback; missing_groups=['date', 'time', 'latitude', 'wind', 'pressure', 'grade']; has_valid_row=False",HUMAN_REVIEW,False
2009,,27_4e34f3_rsmc-2009.pdf,27,,,"header=['Cyclonic Storm /\nDepression', 'Date, Time\n& Place of\ngenesis\n(Lat.0N/\nLong.0E)', 'Date, Time (UTC)\nplace (Lat./Long.)\nof landfall', 'Estimated lowest\ncentral pressure,\nTime & Date\n(UTC) & latoN /\nlongoE', 'Estimated\nMaximum\nwind speed\n(kt), Date &\nTime', 'Max.\nT. No.\nAttained']",UNCERTAIN_TABLE_IDENTITY,"UNCERTAIN_TABLE_IDENTITY: heading=content_fallback; missing_groups=['time', 'latitude', 'grade']; has_valid_row=False",HUMAN_REVIEW,False
2009,,27_4e34f3_rsmc-2009.pdf,28,,,"header=['Deep\nDepression over\nthe Bay of\nBengal during\n20-21 July,\n2009.', '20 July\n0300 UTC\nnear\n21.0/88.5', 'Crossed north\nOrissa coast\nbetween Balasore\nand Digha near\n21.4/87.4\nbetween 1600\nand 1700 UTC of\n20 July.', '988 hPa at\n1200 UTC of\n20 July\nnear 21.0/88.0', '30 kt at\n1200 UTC of\n20 July', 'T 2.0']",UNCERTAIN_TABLE_IDENTITY,"UNCERTAIN_TABLE_IDENTITY: heading=content_fallback; missing_groups=['date', 'time', 'latitude', 'longitude', 'wind', 'grade']; has_valid_row=False",HUMAN_REVIEW,False
2009,,27_4e34f3_rsmc-2009.pdf,29,,,"header=['S.No', 'Type', 'Life Time in (Days)']",UNCERTAIN_TABLE_IDENTITY,"UNCERTAIN_TABLE_IDENTITY: heading=content_fallback; missing_groups=['date', 'latitude', 'longitude', 'wind', 'pressure', 'grade']; has_valid_row=False",HUMAN_REVIEW,False
2009,,27_4e34f3_rsmc-2009.pdf,29,,,"header=['CI No.', '\uf0b31.5', '\uf0b32.0', '\uf0b32.5', '\uf0b33.0', '\uf0b33.5', '\uf0b34.0', '\uf0b34.5', '\uf0b35.0']",UNCERTAIN_TABLE_IDENTITY,"UNCERTAIN_TABLE_IDENTITY: heading=content_fallback; missing_groups=['date', 'time', 'latitude', 'longitude', 'wind', 'pressure', 'grade']; has_valid_row=False",HUMAN_REVIEW,False
2009,,27_4e34f3_rsmc-2009.pdf,29,,,"header=['Basin', 'Number of cyclonic disturbances']",UNCERTAIN_TABLE_IDENTITY,"UNCERTAIN_TABLE_IDENTITY: heading=content_fallback; missing_groups=['date', 'time', 'latitude', 'wind', 'pressure', 'grade']; has_valid_row=False",HUMAN_REVIEW,False
2009,,27_4e34f3_rsmc-2009.pdf,41,,,"header=['Date', 'Time in\nUTC', 'Azimuth\nin degrees', 'Range\nin Km', 'Lat.', 'Long.', 'Confidence']",UNCERTAIN_TABLE_IDENTITY,"UNCERTAIN_TABLE_IDENTITY: heading=content_fallback; missing_groups=['wind', 'pressure', 'grade']; has_valid_row=False",HUMAN_REVIEW,False
2009,,27_4e34f3_rsmc-2009.pdf,49,,,"header=['Date', 'Time\n(UTC)', 'Latitude\n(Deg.)', 'Longitude\n(Deg.)', 'Confidence', 'Character']",UNCERTAIN_TABLE_IDENTITY,"UNCERTAIN_TABLE_IDENTITY: heading=content_fallback; missing_groups=['wind', 'pressure', 'grade']; has_valid_row=True",HUMAN_REVIEW,False
2009,,27_4e34f3_rsmc-2009.pdf,53,,,"header=['Time (UTC)', 'Latitude in\ndegree North', 'Longitude in\ndegree East', 'Confidence', 'Character']",UNCERTAIN_TABLE_IDENTITY,"UNCERTAIN_TABLE_IDENTITY: heading=content_fallback; missing_groups=['date', 'wind', 'pressure', 'grade']; has_valid_row=False",HUMAN_REVIEW,False
2009,,27_4e34f3_rsmc-2009.pdf,53,,,"header=['Date', 'Time\n(UTC)', 'Maximum\nRadial\nwind\n(MPS)', 'Height\n(km)', 'Azimuth', 'Distance\nfrom\nKolkata']",UNCERTAIN_TABLE_IDENTITY,"UNCERTAIN_TABLE_IDENTITY: heading=content_fallback; missing_groups=['latitude', 'longitude', 'pressure', 'grade']; has_valid_row=False",HUMAN_REVIEW,False
2009,,27_4e34f3_rsmc-2009.pdf,54,,,header=['1010\n(a) Mean sea level pressure (hPa)\nSagar Island Kakdwip Canning Kolkata\n1000\n990\n980\n970\n960\n950\n0 2 4 6 8 0 2 4 6 8 0 2 0 2 4 6 8 0 2 4 6 8 0 2\n0 0 0 0 0 1 1 1 1 1 2 2 0 0 0 0 0 1 1 1 1 1 2 2\n4 4 4 4 4 4 4 4 4 4 4 4 5 5 5 5 5 5 5 5 5 5 5 5\n2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2'],UNCERTAIN_TABLE_IDENTITY,"UNCERTAIN_TABLE_IDENTITY: heading=content_fallback; missing_groups=['date', 'time', 'latitude', 'longitude', 'wind', 'grade']; has_valid_row=False",HUMAN_REVIEW,False
2009,,27_4e34f3_rsmc-2009.pdf,54,,,header=['(a) Mean sea level pressure (hPa)\nSagar Island Kakdwip Canning Kolkata'],UNCERTAIN_TABLE_IDENTITY,"UNCERTAIN_TABLE_IDENTITY: heading=content_fallback; missing_groups=['date', 'time', 'latitude', 'longitude', 'wind', 'grade']; has_valid_row=False",HUMAN_REVIEW,False
2009,,27_4e34f3_rsmc-2009.pdf,55,,,header=['(c) Wind direction (degree)\n350\nSagar Island Kakdwip\nCanning Kolkata\n300\n250\n200\n150\n100\n50\n0\n0 2 4 6 8 0 2 4 6 8 0 2 0 2 4 6 8 0 2 4 6 8 0 2\n0 0 0 0 0 1 1 1 1 1 2 2 0 0 0 0 0 1 1 1 1 1 2 2\n4 4 4 4 4 4 4 4 4 4 4 4 5 5 5 5 5 5 5 5 5 5 5 5\n2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2'],UNCERTAIN_TABLE_IDENTITY,"UNCERTAIN_TABLE_IDENTITY: heading=content_fallback; missing_groups=['date', 'time', 'latitude', 'longitude', 'pressure', 'grade']; has_valid_row=False",HUMAN_REVIEW,False
2009,,27_4e34f3_rsmc-2009.pdf,55,,,header=['(c) Wind direction (degree)'],UNCERTAIN_TABLE_IDENTITY,"UNCERTAIN_TABLE_IDENTITY: heading=content_fallback; missing_groups=['date', 'time', 'latitude', 'longitude', 'pressure', 'grade']; has_valid_row=False",HUMAN_REVIEW,False
2009,,27_4e34f3_rsmc-2009.pdf,55,,,header=['(d) Wind speed (knot)'],UNCERTAIN_TABLE_IDENTITY,"UNCERTAIN_TABLE_IDENTITY: heading=content_fallback; missing_groups=['date', 'time', 'latitude', 'longitude', 'pressure', 'grade']; has_valid_row=False",HUMAN_REVIEW,False
2009,,27_4e34f3_rsmc-2009.pdf,94,,,"header=['Date\nTime \uf0e0', '14-04-2009\n0000 UTC', '14-04-2009\n1200 UTC', '15-04-2009\n0000 UTC', '15-04-2009\n1200 UTC']",UNCERTAIN_TABLE_IDENTITY,"UNCERTAIN_TABLE_IDENTITY: heading=content_fallback; missing_groups=['time', 'latitude', 'longitude', 'wind', 'pressure', 'grade']; has_valid_row=False",HUMAN_REVIEW,False
2009,,27_4e34f3_rsmc-2009.pdf,100,,,"header=['Date\nTime \uf0e0', '22-05-2009\n0000 UTC', '22-05-2009\n1200 UTC', '23-05-2009\n0000 UTC', '23-05-2009\n1200 UTC']",UNCERTAIN_TABLE_IDENTITY,"UNCERTAIN_TABLE_IDENTITY: heading=content_fallback; missing_groups=['time', 'latitude', 'longitude', 'wind', 'pressure', 'grade']; has_valid_row=False",HUMAN_REVIEW,False
2009,,27_4e34f3_rsmc-2009.pdf,106,,,"header=['Date\nTime \uf0e0', '07.11.\n09\n0000\nUTC', '07.11.\n09\n1200\nUTC', '08.11.\n09\n0000\nUTC', '08.11.\n09\n1200\nUTC', '09.11.\n09\n0000\nUTC', '09.11.\n09\n1200\nUTC', '10.11.\n09\n0000\nUTC', '10.11.\n09\n1200\nUTC']",UNCERTAIN_TABLE_IDENTITY,"UNCERTAIN_TABLE_IDENTITY: heading=content_fallback; missing_groups=['time', 'latitude', 'longitude', 'wind', 'pressure', 'grade']; has_valid_row=False",HUMAN_REVIEW,False
2009,,27_4e34f3_rsmc-2009.pdf,106,,,"header=['Forecasts hours (', '00 hr', '12 hr', '24 hr', 'At landfall\nTime']",UNCERTAIN_TABLE_IDENTITY,"UNCERTAIN_TABLE_IDENTITY: heading=content_fallback; missing_groups=['date', 'latitude', 'longitude', 'wind', 'pressure', 'grade']; has_valid_row=False",HUMAN_REVIEW,False
2009,,27_4e34f3_rsmc-2009.pdf,117,,,"header=['Base Time\n(UTC)', 'Forecast\nhours\nhours', 'Forecast maximum wind\n(kmph) at time of landfall', 'Actual wind\n(kmph)']",UNCERTAIN_TABLE_IDENTITY,"UNCERTAIN_TABLE_IDENTITY: heading=content_fallback; missing_groups=['date', 'latitude', 'longitude', 'pressure', 'grade']; has_valid_row=False",HUMAN_REVIEW,False
2009,,27_4e34f3_rsmc-2009.pdf,117,,,"header=['Base\ntime\n(UTC)', 'Forecast\nhours', 'Forecast landfall\npoint', 'Actual landfall\npoint', 'Error\n(Km)']",UNCERTAIN_TABLE_IDENTITY,"UNCERTAIN_TABLE_IDENTITY: heading=content_fallback; missing_groups=['date', 'latitude', 'longitude', 'wind', 'pressure', 'grade']; has_valid_row=False",HUMAN_REVIEW,False
2009,,27_4e34f3_rsmc-2009.pdf,121,,,"header=['Forecast period (hrs)', 'Landfall point errors (km)', 'Landfall time error (hrs)']",UNCERTAIN_TABLE_IDENTITY,"UNCERTAIN_TABLE_IDENTITY: heading=content_fallback; missing_groups=['date', 'latitude', 'longitude', 'wind', 'pressure', 'grade']; has_valid_row=False",HUMAN_REVIEW,False
2009,NIO_2009_WARD,27_4e34f3_rsmc-2009.pdf,83,Table 2.8.1,31.0,date=15-12-2009 time=0000 lat=8.5 lon=80.5 wind=2 5 pres=1007 cat=D,REVIEW_REQUIRED,WIND: Non-numeric wind_kt: '2 5',HUMAN_REVIEW,False
2010,,27_7aaf4d_rsmc-2010.pdf,28,,,"header=['1.', None, None, 'Severe Cyclonic Storm, „LAILA‟ over the Bay of Bengal 17-21 May 2010.']",UNCERTAIN_TABLE_IDENTITY,"UNCERTAIN_TABLE_IDENTITY: heading=content_fallback; missing_groups=['date', 'time', 'latitude', 'wind', 'pressure', 'grade']; has_valid_row=False",HUMAN_REVIEW,False
2010,,27_7aaf4d_rsmc-2010.pdf,29,,,"header=['Cyclonic Storm /\nDepression', 'Date, Time\n& Place of\ngenesis\n(Lat.0N/\nLong.0E)', 'Date, Time (UTC)\nplace (Lat./Long.)\nof landfall', 'Estimated lowest\ncentral pressure,\nTime & Date\n(UTC) & latoN /\nlongoE', 'Estimated\nMaximum wind\nspeed (kt), Date\n& Time', 'Max.\nT.No.\nAttaine\nd']",UNCERTAIN_TABLE_IDENTITY,"UNCERTAIN_TABLE_IDENTITY: heading=content_fallback; missing_groups=['time', 'latitude', 'grade']; has_valid_row=False",HUMAN_REVIEW,False
2010,,27_7aaf4d_rsmc-2010.pdf,30,,,"header=['Very Severe\nCyclonic Storm\n„GIRI‟ over the\nBay of Bengal\n(20-23 October\n2010)', '20 October,\n1200 UTC\nnear\n17.5/91.5', 'Crossed\nMyanmar coast\nnear lat\n20.00N/93.50E\nabout 70 km east-\nsoutheast of\nSittwe around\n1400 UTC of 22\nOctober.', '950 hPa at 0900\nUTC of 22\nNovember near\n19.5/93.5', '105 kt at 0900\nUTC of 22\nNovember near\n19.5/93.5.', 'T- 5.5']",UNCERTAIN_TABLE_IDENTITY,"UNCERTAIN_TABLE_IDENTITY: heading=content_fallback; missing_groups=['date', 'time', 'wind', 'grade']; has_valid_row=False",HUMAN_REVIEW,False
2010,,27_7aaf4d_rsmc-2010.pdf,31,,,"header=['S.No', 'Type', 'Life Time in (Days)']",UNCERTAIN_TABLE_IDENTITY,"UNCERTAIN_TABLE_IDENTITY: heading=content_fallback; missing_groups=['date', 'latitude', 'longitude', 'wind', 'pressure', 'grade']; has_valid_row=False",HUMAN_REVIEW,False
2010,,27_7aaf4d_rsmc-2010.pdf,31,,,"header=['CI No.', '\uf0b31.5', '\uf0b32.0', '\uf0b32.5', '\uf0b33.0', '\uf0b33.5', '\uf0b34.0', '\uf0b34.5', '\uf0b35.0']",UNCERTAIN_TABLE_IDENTITY,"UNCERTAIN_TABLE_IDENTITY: heading=content_fallback; missing_groups=['date', 'time', 'latitude', 'longitude', 'wind', 'pressure', 'grade']; has_valid_row=False",HUMAN_REVIEW,False
2010,,27_7aaf4d_rsmc-2010.pdf,31,,,"header=['Basin', 'Number of cyclonic disturbances']",UNCERTAIN_TABLE_IDENTITY,"UNCERTAIN_TABLE_IDENTITY: heading=content_fallback; missing_groups=['date', 'time', 'latitude', 'wind', 'pressure', 'grade']; has_valid_row=False",HUMAN_REVIEW,False
2010,,27_7aaf4d_rsmc-2010.pdf,46,,,"header=['Date/\nUTC', 'Estimated Centre', None, None, None, 'Radial wind', None, 'Motion\nspeed', 'Remarks']",UNCERTAIN_TABLE_IDENTITY,"UNCERTAIN_TABLE_IDENTITY: heading=content_fallback; missing_groups=['time', 'latitude', 'longitude', 'pressure', 'grade']; has_valid_row=False",HUMAN_REVIEW,False
2010,,27_7aaf4d_rsmc-2010.pdf,118,,,"header=['Lead\ntime\n(hrs)', 'ECMWF', 'GFS\nNCEP', 'JMA', 'IMD-\nMM5', 'IMD-\nQLM', 'IMD-\nMME', 'IMD-\nT382', 'IMD-\nARW-\nWRF']",UNCERTAIN_TABLE_IDENTITY,"UNCERTAIN_TABLE_IDENTITY: heading=content_fallback; missing_groups=['date', 'latitude', 'longitude', 'wind', 'pressure', 'grade']; has_valid_row=False",HUMAN_REVIEW,False
2010,,27_7aaf4d_rsmc-2010.pdf,118,,,"header=['Models', 'Lead time', None, None, None, None, None]",UNCERTAIN_TABLE_IDENTITY,"UNCERTAIN_TABLE_IDENTITY: heading=content_fallback; missing_groups=['date', 'latitude', 'longitude', 'wind', 'pressure', 'grade']; has_valid_row=False",HUMAN_REVIEW,False
2010,,27_7aaf4d_rsmc-2010.pdf,119,,,"header=['', 'Lead time', None, None, None, None, None]",UNCERTAIN_TABLE_IDENTITY,"UNCERTAIN_TABLE_IDENTITY: heading=content_fallback; missing_groups=['date', 'latitude', 'longitude', 'wind', 'pressure', 'grade']; has_valid_row=False",HUMAN_REVIEW,False
2010,,27_7aaf4d_rsmc-2010.pdf,129,,,"header=['Lead\ntime\n(hrs)', 'ECM\nWF', 'GFS\n(NCE\nP)', 'JMA', 'MM5\n(IMD)', 'QLM\n(IMD)', 'MME\n(IMD)', 'GFS\n(IMD)', 'WRF\n(IMD)', 'UKMO']",UNCERTAIN_TABLE_IDENTITY,"UNCERTAIN_TABLE_IDENTITY: heading=content_fallback; missing_groups=['date', 'latitude', 'longitude', 'wind', 'pressure', 'grade']; has_valid_row=False",HUMAN_REVIEW,False
2010,,27_7aaf4d_rsmc-2010.pdf,129,,,"header=['Lead\ntime\n(hrs)', 'ECM\nWF', 'GFS\n(NCEP)', 'JMA', 'MM5\n(IMD)', 'QLM\n(IMD)', 'MME\n(IMD)', 'GFS\n(IMD)', 'WRF\n(IMD)', 'UKMO']",UNCERTAIN_TABLE_IDENTITY,"UNCERTAIN_TABLE_IDENTITY: heading=content_fallback; missing_groups=['date', 'latitude', 'longitude', 'wind', 'pressure', 'grade']; has_valid_row=False",HUMAN_REVIEW,False
2010,,27_7aaf4d_rsmc-2010.pdf,129,,,"header=['', 'Lead time →', None, None, None, None, None]",UNCERTAIN_TABLE_IDENTITY,"UNCERTAIN_TABLE_IDENTITY: heading=content_fallback; missing_groups=['date', 'latitude', 'longitude', 'wind', 'pressure', 'grade']; has_valid_row=False",HUMAN_REVIEW,False
2010,,27_7aaf4d_rsmc-2010.pdf,130,,,"header=['Lead Time (hr)\n→', '24 (25:00) Hr\nbased on\n03.06.2010', '48 (49:00) Hr\nbased on\n02.06.2010', '72 (73:00) Hr\nbased on\n01.06.2010']",UNCERTAIN_TABLE_IDENTITY,"UNCERTAIN_TABLE_IDENTITY: heading=content_fallback; missing_groups=['date', 'latitude', 'longitude', 'wind', 'pressure', 'grade']; has_valid_row=False",HUMAN_REVIEW,False
2010,,27_7aaf4d_rsmc-2010.pdf,130,,,"header=['Lead time (hr)\n→', '24 (25:00) Hr\nbased on\n03.06.2010', '48 (49:00) Hr\nbased on\n02.06.2010', '72 (73:00) Hr\nbased on\n01.06.2010']",UNCERTAIN_TABLE_IDENTITY,"UNCERTAIN_TABLE_IDENTITY: heading=content_fallback; missing_groups=['date', 'latitude', 'longitude', 'wind', 'pressure', 'grade']; has_valid_row=False",HUMAN_REVIEW,False
2010,,27_7aaf4d_rsmc-2010.pdf,131,,,"header=['Lead time (hr) →', '12 (13:00)\nbased on\n06.06.2010', '36 (37:00)\nbased on\n05.06.2010', '60 (61:00)\nbased on\n04.06.2010']",UNCERTAIN_TABLE_IDENTITY,"UNCERTAIN_TABLE_IDENTITY: heading=content_fallback; missing_groups=['date', 'latitude', 'longitude', 'wind', 'pressure', 'grade']; has_valid_row=False",HUMAN_REVIEW,False
2010,,27_7aaf4d_rsmc-2010.pdf,131,,,"header=['Lead time\n(hr) →', '12 (13:00) Hr\nbased on\n06.06.2010', '36 (37:00) Hr\nbased on\n05.06.2010', '60 (61:00) Hr\nbased on\n04.06.2010']",UNCERTAIN_TABLE_IDENTITY,"UNCERTAIN_TABLE_IDENTITY: heading=content_fallback; missing_groups=['date', 'latitude', 'longitude', 'wind', 'pressure', 'grade']; has_valid_row=False",HUMAN_REVIEW,False
2010,,27_7aaf4d_rsmc-2010.pdf,136,,,"header=['Lead time\n(hrs)', 'ECMWF', 'GFS\n(NCEP)', 'JMA', 'QLM\n(IMD)', 'GFS (IMD)', 'WRF\n(IMD)', 'MME\n(IMD)']",UNCERTAIN_TABLE_IDENTITY,"UNCERTAIN_TABLE_IDENTITY: heading=content_fallback; missing_groups=['date', 'latitude', 'longitude', 'wind', 'pressure', 'grade']; has_valid_row=False",HUMAN_REVIEW,False
2010,,27_7aaf4d_rsmc-2010.pdf,136,,,"header=['', 'Lead time →', None, None, None, None, None]",UNCERTAIN_TABLE_IDENTITY,"UNCERTAIN_TABLE_IDENTITY: heading=content_fallback; missing_groups=['date', 'latitude', 'longitude', 'wind', 'pressure', 'grade']; has_valid_row=False",HUMAN_REVIEW,False
2010,,27_7aaf4d_rsmc-2010.pdf,136,,,"header=['', 'Lead time →', None, None]",UNCERTAIN_TABLE_IDENTITY,"UNCERTAIN_TABLE_IDENTITY: heading=content_fallback; missing_groups=['date', 'latitude', 'longitude', 'wind', 'pressure', 'grade']; has_valid_row=False",HUMAN_REVIEW,False
2010,,27_7aaf4d_rsmc-2010.pdf,137,,,"header=['Lead Time (hr)\n→', '12 (14:00) Hr\nbased on\n22.10.2010', '36 (38:00) Hr\nbased on\n21.10.2010']",UNCERTAIN_TABLE_IDENTITY,"UNCERTAIN_TABLE_IDENTITY: heading=content_fallback; missing_groups=['date', 'latitude', 'longitude', 'wind', 'pressure', 'grade']; has_valid_row=False",HUMAN_REVIEW,False
2010,,27_7aaf4d_rsmc-2010.pdf,137,,,"header=['Lead Time (hr)\n→', '12 (14:00)\nbased on\n22.10.2010', '36 (38:00)\nbased on\n21.10.2010']",UNCERTAIN_TABLE_IDENTITY,"UNCERTAIN_TABLE_IDENTITY: heading=content_fallback; missing_groups=['date', 'latitude', 'longitude', 'wind', 'pressure', 'grade']; has_valid_row=False",HUMAN_REVIEW,False
2010,,27_7aaf4d_rsmc-2010.pdf,143,,,"header=['Lead\ntime\n(hrs)', 'ECMWF', 'GFS\n(NCEP)', 'JMA', 'QLM\n(IMD)', 'GFS (IMD)', 'WRF\n(IMD)', 'MME\n(IMD)']",UNCERTAIN_TABLE_IDENTITY,"UNCERTAIN_TABLE_IDENTITY: heading=content_fallback; missing_groups=['date', 'latitude', 'longitude', 'wind', 'pressure', 'grade']; has_valid_row=False",HUMAN_REVIEW,False
2010,,27_7aaf4d_rsmc-2010.pdf,143,,,"header=['Models', 'Lead time →', None, None, None, None, None]",UNCERTAIN_TABLE_IDENTITY,"UNCERTAIN_TABLE_IDENTITY: heading=content_fallback; missing_groups=['date', 'latitude', 'longitude', 'wind', 'pressure', 'grade']; has_valid_row=False",HUMAN_REVIEW,False
2010,,27_7aaf4d_rsmc-2010.pdf,143,,,"header=['Models', 'Lead time →', None, None]",UNCERTAIN_TABLE_IDENTITY,"UNCERTAIN_TABLE_IDENTITY: heading=content_fallback; missing_groups=['date', 'latitude', 'longitude', 'wind', 'pressure', 'grade']; has_valid_row=False",HUMAN_REVIEW,False
2010,,27_7aaf4d_rsmc-2010.pdf,144,,,"header=['Lead Time\n(hr)/Model', '12 (16:00) Hr\nbased on 07.11.2010', '36 (40:00) Hr\nbased on 06.11.2010', '60 (64:00) Hr based\non 05.11.2010']",UNCERTAIN_TABLE_IDENTITY,"UNCERTAIN_TABLE_IDENTITY: heading=content_fallback; missing_groups=['date', 'latitude', 'longitude', 'wind', 'pressure', 'grade']; has_valid_row=False",HUMAN_REVIEW,False
2010,,27_7aaf4d_rsmc-2010.pdf,144,,,"header=['Lead Time\n(hr)/Model', '12 (16:00) hr\nbased on 07.11.2010', '36 (40:00) hr based\non 06.11.2010', '60 (64:00) hr based\non 05.11.2010']",UNCERTAIN_TABLE_IDENTITY,"UNCERTAIN_TABLE_IDENTITY: heading=content_fallback; missing_groups=['date', 'latitude', 'longitude', 'wind', 'pressure', 'grade']; has_valid_row=False",HUMAN_REVIEW,False
2010,,27_7aaf4d_rsmc-2010.pdf,149,,,"header=['Lead time hours (Landfall point error\nin km.)', None, None, None, 'Landfall time error (in hrs.)', None, None]",UNCERTAIN_TABLE_IDENTITY,"UNCERTAIN_TABLE_IDENTITY: heading=content_fallback; missing_groups=['date', 'latitude', 'longitude', 'wind', 'pressure', 'grade']; has_valid_row=False",HUMAN_REVIEW,False
2010,,27_7aaf4d_rsmc-2010.pdf,149,,,"header=['Base Chart\n(Date and\ntime in\nUTC)', 'Forecast\nissue date\nand time in\nUTC', 'Hours in\nadvance\nof\nlandfall', 'Heavy rainfall warning', 'Observed heavy\nrainfall']",UNCERTAIN_TABLE_IDENTITY,"UNCERTAIN_TABLE_IDENTITY: heading=content_fallback; missing_groups=['date', 'latitude', 'longitude', 'wind', 'pressure', 'grade']; has_valid_row=False",HUMAN_REVIEW,False
2010,,27_7aaf4d_rsmc-2010.pdf,150,,,"header=['', '', '', 'Pradesh next 48 hours.', 'Andhra\nPradesh:\nScattered heavy\nto very heavy\nwith isolated\nextremely heavy\nrainfall\nRayalaseema:\nIsolated heavy\nrainfall\n21-05-2010\nCoastal\nAndhra\nPradesh:\nScattered heavy\nto very heavy\nwith isolated\nextremely heavy\nrainfall\nRayalaseema:\n& Orissa:\nIsolated heavy\nrainfall\n22-05-2010\nCoastal\nAndhra\nPradesh:\nScattered heavy\nto very heavy\nwith isolated\nextremely heavy\nrainfall\nTelngana &\nOrissa:\nIsolated heavy\nrainfall\n23-05-2010\nOrissa:\nIsolated heavy\nto very heavy\nrainfall\n24-05-2010.\nOrissa :\nIsolated heavy\nrainfall']",UNCERTAIN_TABLE_IDENTITY,"UNCERTAIN_TABLE_IDENTITY: heading=content_fallback; missing_groups=['date', 'time', 'longitude', 'wind', 'pressure', 'grade']; has_valid_row=False",HUMAN_REVIEW,False
2010,,27_7aaf4d_rsmc-2010.pdf,151,,,"header=['Base Chart\n(Date and\ntime)', 'Forecast\nissue date\nand time in\nUTC', 'Hours in\nadvance of\nlandfall', 'Forecast issue date and\ntime', 'Actual wind\n(kmph)']",UNCERTAIN_TABLE_IDENTITY,"UNCERTAIN_TABLE_IDENTITY: heading=content_fallback; missing_groups=['date', 'latitude', 'longitude', 'pressure', 'grade']; has_valid_row=False",HUMAN_REVIEW,False
2010,,27_7aaf4d_rsmc-2010.pdf,152,,,"header=['20/0900', '20/1200', '3 hrs', 'Gale wind 100-110 kmph\nlikely along and off\nAndhra Pradesh coast\nnext 12 hours', '']",UNCERTAIN_TABLE_IDENTITY,"UNCERTAIN_TABLE_IDENTITY: heading=content_fallback; missing_groups=['date', 'time', 'latitude', 'longitude', 'pressure', 'grade']; has_valid_row=False",HUMAN_REVIEW,False
2010,,27_7aaf4d_rsmc-2010.pdf,152,,,"header=['Base Chart\n(Date and\ntime)', 'Forecast\nissue date\nand time', 'Hours in\nadvance of\nlandfall', 'Forecast storm\nsurge(m) at time of\nlandfall', 'Actual storm surge (m)']",UNCERTAIN_TABLE_IDENTITY,"UNCERTAIN_TABLE_IDENTITY: heading=content_fallback; missing_groups=['date', 'latitude', 'longitude', 'wind', 'pressure', 'grade']; has_valid_row=False",HUMAN_REVIEW,False
2010,,27_7aaf4d_rsmc-2010.pdf,152,,,"header=['Lead Period of\nforecast', 'Intensity Error (knots)', None, None, 'No. of\nobservation\nverified']",UNCERTAIN_TABLE_IDENTITY,"UNCERTAIN_TABLE_IDENTITY: heading=content_fallback; missing_groups=['date', 'time', 'latitude', 'longitude', 'wind', 'pressure', 'grade']; has_valid_row=False",HUMAN_REVIEW,False
2010,,27_7aaf4d_rsmc-2010.pdf,153,,,"header=['Lead time (hours)', 'Direct position error (Km)', 'Number of forecasts\nverified']",UNCERTAIN_TABLE_IDENTITY,"UNCERTAIN_TABLE_IDENTITY: heading=content_fallback; missing_groups=['date', 'latitude', 'longitude', 'wind', 'pressure', 'grade']; has_valid_row=False",HUMAN_REVIEW,False
